Word,Seq_num,Word Count,Word Proportion,Average Proportion,Std Dev,Doc Count,Negative,Positive,Uncertainty,Litigious,Strong_Modal,Weak_Modal,Constraining,Complexity,Syllables,Source
NEEDED,48933,1311330,4.9704611162127746e-05,5.401432502042664e-05,0.0001116062894830733,517790,0,0,0,0,0,0,0,0,2,12of12inf
NEEDFUL,48934,3267,1.2383226546076986e-07,4.1413329562679226e-08,1.293197836141e-06,2554,0,0,0,0,0,0,0,0,2,12of12inf
NEEDFULLY,48935,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf
NEEDIER,48936,3,1.1371190584092733e-10,1.5846762037038252e-10,1.032092627115036e-07,3,0,0,0,0,0,0,0,0,2,12of12inf
NEEDIEST,48937,201,7.61869769134213e-09,4.4395806650205766e-09,6.858734778519979e-07,188,0,0,0,0,0,0,0,0,2,12of12inf
NEEDINESS,48938,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf
NEEDINESSES,48939,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf
NEEDING,48940,21185,8.029955750800151e-07,9.515792359076217e-07,1.2390137520753508e-05,18147,0,0,0,0,0,0,0,0,2,12of12inf
NEEDLE,48941,44383,1.6822918389792925e-06,1.779354737858201e-06,5.374725582227094e-05,8153,0,0,0,0,0,0,0,0,2,12of12inf
NEEDLED,48942,112,4.245244484727953e-09,7.585677971415278e-09,1.4160792087456114e-06,84,0,0,0,0,0,0,0,0,1,12of12inf
NEEDLEPOINT,48943,40,1.5161587445456977e-09,1.5108789317696163e-09,3.8649602416570114e-07,36,0,0,0,0,0,0,0,0,3,12of12inf
NEEDLEPOINTS,48944,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf
NEEDLES,48945,14233,5.394871852779729e-07,5.277504684394046e-07,1.675104997274948e-05,4746,0,0,0,0,0,0,0,0,2,12of12inf
NEEDLESS,48946,1013,3.8396720205619795e-08,3.0609189120666464e-08,1.7524411434753553e-06,960,0,0,0,0,0,0,0,0,2,12of12inf
NEEDLESSLY,48947,233,8.831624686978689e-09,8.968857821381802e-09,1.0045912109262616e-06,203,0,0,0,0,0,0,0,0,3,12of12inf
NEEDLESSNESS,48948,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf
NEEDLESSNESSES,48949,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf
NEEDLESTICK,48950,2561,9.70720636195383e-08,1.049112482518125e-07,7.775334423251054e-06,752,0,0,0,0,0,0,0,0,0,10K_2014
NEEDLEWOMAN,48951,1,3.790396861364244e-11,8.111039677671332e-11,9.066622319168546e-08,1,0,0,0,0,0,0,0,0,4,12of12inf
NEEDLEWOMEN,48952,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf
NEEDLEWORK,48953,143,5.420267511750869e-09,5.637848287710492e-09,8.32646860907186e-07,109,0,0,0,0,0,0,0,0,3,12of12inf
NEEDLEWORKS,48954,8,3.0323174890913953e-10,8.69725343353398e-11,8.244122653245056e-08,2,0,0,0,0,0,0,0,0,3,12of12inf
NEEDLING,48955,276,1.0461495337365314e-08,1.2354586694960322e-08,2.090075948486358e-06,117,0,0,0,0,0,0,0,0,2,12of12inf
NEEDS,48956,3172912,0.00012026595686184947,0.00013504751703323842,0.0001864000028231075,794990,0,0,0,0,0,0,0,0,1,12of12inf
NEEDY,48957,2290,8.680008812524119e-08,4.793452758694994e-08,1.8932672303826273e-06,1660,0,0,0,0,0,0,0,0,2,12of12inf
NEFARIOUS,48958,567,2.1491550203935266e-08,1.1979216724502902e-08,9.862234247515984e-07,404,0,0,0,0,0,0,0,0,4,12of12inf
NEFARIOUSLY,48959,4,1.5161587445456976e-10,2.6318984950034153e-11,2.1909213082431175e-08,2,0,0,0,0,0,0,0,0,5,12of12inf
NEFARIOUSNESS,48960,1,3.790396861364244e-11,5.259356541997965e-11,5.878974990026683e-08,1,0,0,0,0,0,0,0,0,5,12of12inf
NEFARIOUSNESSES,48961,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,6,12of12inf
NEGATE,48962,13784,5.224683033704474e-07,3.01798961169982e-07,5.152406606318943e-06,10912,0,0,0,0,0,0,0,0,2,12of12inf
NEGATED,48963,3763,1.426326338931365e-07,1.733385297610072e-07,6.670665374739788e-06,2887,0,0,0,0,0,0,0,0,3,12of12inf
NEGATES,48964,2172,8.232741982883138e-08,5.654578778589354e-08,2.267778056211517e-06,1727,0,0,0,0,0,0,0,0,2,12of12inf
NEGATING,48965,2057,7.79684634382625e-08,7.614966285436264e-08,2.9897571149380016e-06,1736,0,0,0,0,0,0,0,0,3,12of12inf
NEGATION,48966,2224,8.42984261967408e-08,6.388255094683442e-08,2.5893220774744603e-06,1753,0,0,0,0,0,0,0,0,3,12of12inf
NEGATIONS,48967,245,9.286472310342398e-09,1.55529996563791e-08,1.8150825076110192e-06,222,0,0,0,0,0,0,0,0,3,12of12inf
NEGATIVE,48968,2915493,0.00011050875516529425,0.00010380360097519517,0.00016938122929240296,677549,2009,0,0,0,0,0,0,0,3,12of12inf
NEGATIVED,48969,103,3.904108767205171e-09,1.5290207458224345e-09,3.149628627435216e-07,54,0,0,0,0,0,0,0,0,3,12of12inf
NEGATIVELY,48970,1826182,6.921954521079878e-05,5.045005818945132e-05,0.00011066671977865285,419135,2009,0,0,0,0,0,0,0,4,12of12inf
NEGATIVENESS,48971,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf
NEGATIVENESSES,48972,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,5,12of12inf
NEGATIVES,48973,21333,8.086053624348342e-07,1.005095501335465e-06,1.0863235600128129e-05,19885,2009,0,0,0,0,0,0,0,3,12of12inf
NEGATIVING,48974,10,3.790396861364244e-10,7.832965988631473e-11,4.8332605390300186e-08,10,0,0,0,0,0,0,0,0,4,12of12inf
NEGATIVISM,48975,9,3.4113571752278197e-10,2.9881687240146623e-10,1.350318660607733e-07,9,0,0,0,0,0,0,0,0,5,12of12inf
NEGATIVISMS,48976,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,5,12of12inf
NEGATIVITIES,48977,86,3.25974130077325e-09,3.4761271524558347e-09,4.812702062331338e-07,86,0,0,0,0,0,0,0,0,5,12of12inf
NEGATIVITY,48978,501,1.8989888275434862e-08,1.5951334087735053e-08,1.4664863964419467e-06,290,0,0,0,0,0,0,0,0,5,12of12inf
NEGLECT,48979,66931,2.5369505232797024e-06,1.2506770301258573e-06,1.1658704397349042e-05,33061,2009,0,0,0,0,0,0,0,2,12of12inf
NEGLECTED,48980,4862,1.8428909539952955e-07,1.5499830795297562e-07,7.69658353275625e-06,2867,2009,0,0,0,0,0,0,0,3,12of12inf
NEGLECTFUL,48981,41,1.55406271315934e-09,1.1604102610186984e-09,2.889819282714699e-07,36,2009,0,0,0,0,0,0,0,3,12of12inf
NEGLECTFULLY,48982,3,1.1371190584092733e-10,4.211981729558638e-11,3.541486852945444e-08,2,0,0,0,0,0,0,0,0,4,12of12inf
NEGLECTFULNESS,48983,1,3.790396861364244e-11,8.246432612012678e-11,9.217966246598254e-08,1,0,0,0,0,0,0,0,0,4,12of12inf
NEGLECTFULNESSES,48984,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,5,12of12inf
NEGLECTING,48985,355,1.3455908857843067e-08,9.778477145416616e-09,9.582688451900926e-07,298,2009,0,0,0,0,0,0,0,3,12of12inf
NEGLECTS,48986,8027,3.042551560617079e-07,1.4642020704524963e-07,3.055557911180655e-06,5324,2009,0,0,0,0,0,0,0,2,12of12inf
NEGLIGE,48987,15,5.685595292046366e-10,1.7241649960806097e-10,7.797163198640873e-08,11,0,0,0,0,0,0,0,0,2,12of12inf
NEGLIGEE,48988,2,7.580793722728488e-11,1.0406083657798947e-11,1.1632051388758856e-08,1,0,0,0,0,0,0,0,0,3,12of12inf
NEGLIGEES,48989,15,5.685595292046366e-10,7.318572223407255e-11,5.674423252118986e-08,4,0,0,0,0,0,0,0,0,3,12of12inf
NEGLIGENCE,48990,695288,2.6354174529442224e-05,1.2322817800221043e-05,4.8969320613411117e-05,175328,2009,0,0,0,0,0,0,0,3,12of12inf
NEGLIGENCES,48991,3,1.1371190584092733e-10,3.385959800334841e-11,2.223332174293629e-08,3,2009,0,0,0,0,0,0,0,4,12of12inf
NEGLIGENT,48992,153338,5.8121187392787045e-06,4.11234120064885e-06,2.958088299727483e-05,70524,2009,0,0,0,0,0,0,0,3,12of12inf
NEGLIGENTLY,48993,11683,4.4283206531318464e-07,3.463562560822859e-07,7.562156624917909e-06,7815,2009,0,0,0,0,0,0,0,4,12of12inf
NEGLIGES,48994,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf
NEGLIGIBLE,48995,42359,1.60557420650528e-06,2.1325262048399184e-06,2.2196128736587968e-05,30578,0,0,0,0,0,0,0,0,4,12of12inf
NEGLIGIBLY,48996,171,6.481578632932857e-09,9.581079327357724e-09,1.158078439678754e-06,146,0,0,0,0,0,0,0,0,4,12of12inf
NEGOTIABILITIES,48997,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,6,12of12inf
NEGOTIABILITY,48998,842,3.1915141572686937e-08,1.4719876753398908e-08,1.252858229679006e-06,455,0,0,0,0,0,0,0,0,6,12of12inf
NEGOTIABLE,48999,80406,3.047706500348534e-06,1.6907773525577324e-06,1.7127413915764027e-05,40581,0,0,0,0,0,0,0,0,5,12of12inf
NEGOTIATE,49000,529367,2.0065110153098057e-05,1.818777282975857e-05,6.411784468671712e-05,244976,0,0,0,0,0,0,0,0,4,12of12inf
NEGOTIATED,49001,819678,3.106904918529321e-05,3.078758040158662e-05,8.412818336445705e-05,356217,0,0,0,0,0,0,0,0,4,12of12inf
NEGOTIATES,49002,19705,7.468977015318243e-07,7.422511737478603e-07,9.985931905462857e-06,15691,0,0,0,0,0,0,0,0,3,12of12inf
NEGOTIATING,49003,306912,1.1633182815150229e-05,1.5280745983479178e-05,6.358383554967053e-05,179794,0,0,0,0,0,0,0,0,4,12of12inf
NEGOTIATION,49004,424178,1.6078029598597625e-05,1.2742308410092182e-05,5.1874528455511364e-05,196723,0,0,0,0,0,0,0,0,5,12of12inf
NEGOTIATIONS,49005,680075,2.5777541454922884e-05,2.7090258166504782e-05,9.42278783579593e-05,285174,0,0,0,0,0,0,0,0,4,12of12inf
NEGOTIATOR,49006,2024,7.67176324740123e-08,5.973667284346539e-08,3.2956180185121044e-06,1180,0,0,0,0,0,0,0,0,4,12of12inf
NEGOTIATORS,49007,1234,4.677349726923477e-08,3.9627038281497365e-08,2.5870056857953696e-06,760,0,0,0,0,0,0,0,0,4,12of12inf
NEGRITUDE,49008,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf
NEGRITUDES,49009,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf
NEIGH,49010,15,5.685595292046366e-10,1.44496684062738e-10,7.96974044749738e-08,7,0,0,0,0,0,0,0,0,1,12of12inf
NEIGHBOR,49011,8669,3.2858950391166633e-07,1.9060493628865264e-07,8.311406295333534e-06,3260,0,0,0,0,0,0,0,0,2,12of12inf
NEIGHBORED,49012,25,9.47599215341061e-10,1.2749085965862941e-09,4.4670066856610307e-07,14,0,0,0,0,0,0,0,0,2,12of12inf
NEIGHBORHOOD,49013,44145,1.6732706944492457e-06,1.6058090733063705e-06,2.586994585852716e-05,18906,0,0,0,0,0,0,0,0,3,12of12inf
NEIGHBORHOODS,49014,26904,1.0197683715814363e-06,6.955708066735523e-07,1.4153123020330307e-05,18642,0,0,0,0,0,0,0,0,3,12of12inf
NEIGHBORING,49015,46934,1.7789848629126943e-06,1.241264680692074e-06,1.3299952905290957e-05,28952,0,0,0,0,0,0,0,0,3,12of12inf
NEIGHBORLINESS,49016,2,7.580793722728488e-11,7.381447378575598e-11,6.011174287178379e-08,2,0,0,0,0,0,0,0,0,4,12of12inf
NEIGHBORLINESSES,49017,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,5,12of12inf
NEIGHBORLY,49018,95,3.600877018296032e-09,2.3791391591760587e-09,7.790945720377285e-07,71,0,0,0,0,0,0,0,0,3,12of12inf
NEIGHBORS,49019,11137,4.2213649845013586e-07,2.9020347763270016e-07,1.4344133811984246e-05,5889,0,0,0,0,0,0,0,0,2,12of12inf
NEIGHBOUR,49020,107,4.055724641659741e-09,1.7062053903931639e-09,4.999035747066878e-07,57,0,0,0,0,0,0,0,0,2,12of12inf
NEIGHBOURED,49021,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf
NEIGHBOURING,49022,2437,9.237197151144664e-08,4.0304664106260576e-08,2.960791930152931e-06,686,0,0,0,0,0,0,0,0,3,12of12inf
NEIGHBOURS,49023,157,5.950923072341863e-09,3.4468660774420044e-09,4.924028956109248e-07,113,0,0,0,0,0,0,0,0,2,12of12inf
NEIGHED,49024,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,12of12inf
NEIGHING,49025,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf
NEIGHS,49026,1,3.790396861364244e-11,4.9715261833509153e-11,5.5572345895910074e-08,1,0,0,0,0,0,0,0,0,1,12of12inf
NEITHER,49027,1915336,7.259883562857946e-05,4.399544472357596e-05,0.00010338017988238534,418378,0,0,0,0,0,0,0,0,2,12of12inf
NELSON,49028,71749,2.7195718440602314e-06,3.2577401005398894e-06,6.229512043521501e-05,17784,0,0,0,0,0,0,0,0,2,12of12inf
NELSONS,49029,217,8.22516118916041e-09,1.92722610347621e-09,3.571123624283447e-07,92,0,0,0,0,0,0,0,0,2,12of12inf
NEMATODE,49030,623,2.3614172446299242e-08,2.655112651518258e-08,2.9315570453924477e-06,295,0,0,0,0,0,0,0,0,3,12of12inf
NEMATODES,49031,550,2.084718273750334e-08,1.9936967091333407e-08,2.9800176814216665e-06,206,0,0,0,0,0,0,0,0,3,12of12inf
NEMESES,49032,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf
NEMESIS,49033,118,4.472668296409808e-09,8.074589650534147e-09,1.742970230882191e-06,84,0,0,0,0,0,0,0,0,3,12of12inf
NEOCLASSIC,49034,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf
NEOCLASSICAL,49035,4,1.5161587445456976e-10,3.941834825238102e-10,3.214914743847736e-07,4,0,0,0,0,0,0,0,0,4,12of12inf
NEOCLASSICISM,49036,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,6,12of12inf
NEOCLASSICISMS,49037,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,6,12of12inf
NEOCOLONIALISM,49038,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,8,12of12inf
NEOCOLONIALISMS,49039,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,7,12of12inf
NEOCOLONIALIST,49040,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,6,12of12inf
NEOCOLONIALISTS,49041,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,6,12of12inf
NEOCONSERVATIVE,49042,2,7.580793722728488e-11,1.0539847919825824e-10,8.642936763151348e-08,2,0,0,0,0,0,0,0,0,5,12of12inf
NEOCONSERVATIVES,49043,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,5,12of12inf
NEODYMIUM,49044,1959,7.425387451412554e-08,5.3669135242256845e-08,4.326444559320238e-06,689,0,0,0,0,0,0,0,0,5,12of12inf
NEODYMIUMS,49045,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf
NEOLITHIC,49046,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf
NEOLOGISM,49047,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,5,12of12inf
NEOLOGISMS,49048,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf
NEON,49049,13016,4.9335805547517e-07,4.141458338720066e-07,3.178149121588344e-05,2852,0,0,0,0,0,0,0,0,2,12of12inf
NEONATAL,49050,8937,3.387477675001225e-07,3.100815094757956e-07,1.3219654002325558e-05,3070,0,0,0,0,0,0,0,0,4,12of12inf
NEONATE,49051,421,1.5957570786343468e-08,1.2401083143204629e-08,1.708207808836835e-06,152,0,0,0,0,0,0,0,0,3,12of12inf
NEONATES,49052,1451,5.4998658458395185e-08,2.9042794712625605e-08,2.2281019775903766e-06,793,0,0,0,0,0,0,0,0,2,12of12inf
NEONATOLOGISTS,49053,822,3.115706220041409e-08,1.7651464842329627e-08,1.9504824562898044e-06,258,0,0,0,0,0,0,0,0,6,10K_2016
NEONATOLOGY,49054,1521,5.7651936261350155e-08,4.610440416161228e-08,5.4319274786733924e-06,364,0,0,0,0,0,0,0,0,6,10K_2016
NEONS,49055,102,3.866204798591529e-09,1.880091390811387e-09,4.569401163547157e-07,45,0,0,0,0,0,0,0,0,1,12of12inf
NEOPHYTE,49056,9,3.4113571752278197e-10,1.1248949754144878e-10,5.132290371530314e-08,8,0,0,0,0,0,0,0,0,3,12of12inf
NEOPHYTES,49057,6,2.2742381168185466e-10,1.3448290155921835e-10,9.804618849138319e-08,3,0,0,0,0,0,0,0,0,2,12of12inf
NEOPLASM,49058,1262,4.783480839041676e-08,2.0821413755161134e-08,1.962880321465052e-06,615,0,0,0,0,0,0,0,0,4,12of12inf
NEOPLASMS,49059,832,3.153610188655051e-08,1.4188577492561663e-08,1.1805860755038008e-06,401,0,0,0,0,0,0,0,0,2,12of12inf
NEOPLASTIC,49060,1497,5.6742241014622734e-08,4.559177955012449e-08,2.8176202670552124e-06,838,0,0,0,0,0,0,0,0,3,12of12inf
NEOPRENE,49061,1048,3.972335910709728e-08,3.0762989165578214e-08,1.9735324413850833e-06,576,0,0,0,0,0,0,0,0,3,12of12inf
NEOPRENES,49062,6,2.2742381168185466e-10,1.7307878889037942e-10,8.322086411720354e-08,6,0,0,0,0,0,0,0,0,2,12of12inf
NEPENTHE,49063,10,3.790396861364244e-10,2.74197243309091e-10,1.8286727713087833e-07,7,0,0,0,0,0,0,0,0,3,12of12inf
NEPENTHES,49064,1,3.790396861364244e-11,6.424785737762251e-12,7.181706424914788e-09,1,0,0,0,0,0,0,0,0,3,12of12inf
NEPHEW,49065,18959,7.186213409460471e-07,5.85430988725672e-07,3.703062274067349e-05,5740,0,0,0,0,0,0,0,0,2,12of12inf
NEPHEWS,49066,1444,5.473333067809969e-08,3.5545329174065245e-08,3.171254653946106e-06,1083,0,0,0,0,0,0,0,0,2,12of12inf
NEPHRITE,49067,73,2.7669897087958983e-09,4.446268803116536e-09,1.515686669255178e-06,23,0,0,0,0,0,0,0,0,2,12of12inf
NEPHRITES,49068,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf
NEPHRITIC,49069,19,7.201754036592064e-10,3.90324154896443e-10,1.484299543080306e-07,15,0,0,0,0,0,0,0,0,3,12of12inf
NEPHRITIDES,49070,54,2.046814305136692e-09,1.1777119982994948e-09,3.276825250294161e-07,21,0,0,0,0,0,0,0,0,3,12of12inf
NEPHRITIS,49071,2577,9.767852711735658e-08,5.721165573605323e-08,5.440060773356451e-06,759,0,0,0,0,0,0,0,0,3,12of12inf
NEPHRITISES,49072,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf
NEPHROLOGIST,49073,1893,7.175221258562514e-08,3.780447131647992e-08,5.1551400412990965e-06,323,0,0,0,0,0,0,0,0,4,10K_2012
NEPHROLOGISTS,49074,3473,1.316404829951802e-07,9.832871943622823e-08,4.89054041506199e-06,1204,0,0,0,0,0,0,0,0,4,10K_2010
NEPOTISM,49075,147,5.571883386205439e-09,4.017519103497971e-09,5.75438639187582e-07,124,0,0,0,0,0,0,0,0,4,12of12inf
NEPOTISMS,49076,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf
NEPOTIST,49077,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf
NEPOTISTS,49078,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf
NEPTUNIUM,49079,111,4.207340516114311e-09,1.2790003521278429e-09,2.07671175122516e-07,62,0,0,0,0,0,0,0,0,4,12of12inf
NEPTUNIUMS,49080,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf
NERD,49081,419,1.588176284911618e-08,8.313981753201003e-09,1.7475597757423305e-06,84,0,0,0,0,0,0,0,0,1,12of12inf
NERDIER,49082,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf
NERDIEST,49083,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf
NERDS,49084,313,1.1863942176070084e-08,1.2386791422240892e-08,3.706855347442129e-06,43,0,0,0,0,0,0,0,0,1,12of12inf
NERDY,49085,467,1.770115334257102e-08,1.1624306426700615e-08,5.773009189778656e-06,74,0,0,0,0,0,0,0,0,2,12of12inf
NERVE,49086,39724,1.5056972492083323e-06,1.0778890378992593e-06,4.5831466619518925e-05,8211,0,0,0,0,0,0,0,0,1,12of12inf
NERVED,49087,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,12of12inf
NERVELESS,49088,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf
NERVELESSLY,49089,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf
NERVELESSNESS,49090,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf
NERVELESSNESSES,49091,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,5,12of12inf
NERVES,49092,6486,2.458451404280849e-07,1.6282922315470374e-07,6.285448544174311e-06,3046,0,0,0,0,0,0,0,0,1,12of12inf
NERVIER,49093,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf
NERVIEST,49094,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf
NERVINESS,49095,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf
NERVINESSES,49096,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf
NERVING,49097,1,3.790396861364244e-11,1.3611284142246852e-11,1.52148648633008e-08,1,0,0,0,0,0,0,0,0,2,12of12inf
NERVOUS,49098,34743,1.3168975815437793e-06,9.809366065226367e-07,1.6404326558654403e-05,14154,0,0,0,0,0,0,0,0,2,12of12inf
NERVOUSLY,49099,4,1.5161587445456976e-10,1.8351459178654192e-10,1.2435918161810803e-07,4,0,0,0,0,0,0,0,0,3,12of12inf
NERVOUSNESS,49100,245,9.286472310342398e-09,8.17991303005514e-09,8.731193412977091e-07,225,0,0,0,0,0,0,0,0,3,12of12inf
NERVOUSNESSES,49101,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,12of12inf
NERVY,49102,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf
NEST,49103,8506,3.224111570276426e-07,4.3302607826461804e-07,3.407782906594058e-05,2177,0,0,0,0,0,0,0,0,1,12of12inf
NESTED,49104,1251,4.7417864735666694e-08,3.711399435166524e-08,4.41604474368084e-06,657,0,0,0,0,0,0,0,0,2,12of12inf
NESTING,49105,1458,5.526398623869068e-08,4.68259222329986e-08,4.514234913369396e-06,773,0,0,0,0,0,0,0,0,2,12of12inf
NESTLE,49106,9707,3.679338233326272e-07,3.9520091344179674e-07,2.586274974125705e-05,3599,0,0,0,0,0,0,0,0,2,12of12inf
NESTLED,49107,216,8.187257220546768e-09,1.1014797467036811e-08,1.1658013881540017e-06,188,0,0,0,0,0,0,0,0,1,12of12inf
NESTLES,49108,28,1.0613111211819883e-09,9.759916433721274e-10,2.9498509661389133e-07,24,0,0,0,0,0,0,0,0,2,12of12inf
NESTLING,49109,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,12of12inf
NESTLINGS,49110,2,7.580793722728488e-11,6.17713883804409e-12,6.904883601024695e-09,1,0,0,0,0,0,0,0,0,2,12of12inf
NESTS,49111,468,1.7739057311184664e-08,2.1842835426222886e-08,4.03187606199197e-06,272,0,0,0,0,0,0,0,0,1,12of12inf
NET,49112,88551681,0.0033564601373092776,0.0046464436564881,0.0032641953549885166,1194630,0,0,0,0,0,0,0,0,1,12of12inf
NETBACKS,49113,1281,4.855498379407597e-08,3.4417971880224944e-08,3.157289711699781e-06,480,0,0,0,0,0,0,0,0,2,10K_2010
NETBOOK,49114,593,2.2477053387889967e-08,1.6706632919613626e-08,1.8730736206259437e-06,255,0,0,0,0,0,0,0,0,0,10K_2014
NETBOOKS,49115,1120,4.245244484727954e-08,2.7183994597483358e-08,1.6972589945092614e-06,613,0,0,0,0,0,0,0,0,2,10K_2010
NETHER,49116,262,9.93083977677432e-09,7.254665616291167e-09,9.223098898646974e-07,180,0,0,0,0,0,0,0,0,2,12of12inf
NETHERMOST,49117,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf
NETHERWORLD,49118,2,7.580793722728488e-11,1.2367644138945125e-10,9.78867830205741e-08,2,0,0,0,0,0,0,0,0,3,12of12inf
NETHERWORLDS,49119,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,12of12inf
NETS,49120,15623,5.921737016509358e-07,4.624938604915754e-07,1.287638429933239e-05,7802,0,0,0,0,0,0,0,0,1,12of12inf
NETT,49121,785,2.9754615361709317e-08,2.8244960661256016e-08,5.0327654797853335e-06,151,0,0,0,0,0,0,0,0,1,12of12inf
NETTED,49122,116544,4.4174801181083446e-06,4.247438056908108e-06,3.0220702019007103e-05,70301,0,0,0,0,0,0,0,0,2,12of12inf
NETTING,49123,359644,1.3631934888084823e-05,7.901370899337242e-06,4.620300711938419e-05,89942,0,0,0,0,0,0,0,0,2,12of12inf
NETTINGS,49124,15,5.685595292046366e-10,3.4106251457844456e-10,1.95513569134477e-07,13,0,0,0,0,0,0,0,0,2,12of12inf
NETTLE,49125,206,7.808217534410342e-09,6.209014429958475e-09,1.0290186625115155e-06,68,0,0,0,0,0,0,0,0,2,12of12inf
NETTLED,49126,2,7.580793722728488e-11,1.5442715138807876e-10,1.2228407185398347e-07,2,0,0,0,0,0,0,0,0,1,12of12inf
NETTLES,49127,432,1.6374514441093536e-08,1.6658254824264124e-08,3.891564349207079e-06,200,0,0,0,0,0,0,0,0,2,12of12inf
NETTLESOME,49128,2,7.580793722728488e-11,2.826144899754607e-10,2.8042511401296923e-07,2,0,0,0,0,0,0,0,0,3,12of12inf
NETTLING,49129,4,1.5161587445456976e-10,2.1933784012942123e-10,1.4537064164297877e-07,4,0,0,0,0,0,0,0,0,2,12of12inf
NETTS,49130,1,3.790396861364244e-11,1.251589335974963e-11,1.3990423248973485e-08,1,0,0,0,0,0,0,0,0,1,12of12inf
NETWORK,49131,3422811,0.0001297381207144301,0.00011777763801604135,0.000463057181543532,410074,0,0,0,0,0,0,0,0,2,12of12inf
NETWORKED,49132,23415,8.875214250884377e-07,8.287192593774563e-07,1.7997628544339545e-05,11208,0,0,0,0,0,0,0,0,2,12of12inf
NETWORKING,49133,255444,9.68234135854328e-06,9.161723644255115e-06,8.969850869665969e-05,65827,0,0,0,0,0,0,0,0,3,12of12inf
NETWORKINGS,49134,4,1.5161587445456976e-10,1.7177565273061193e-10,1.5206838309773958e-07,3,0,0,0,0,0,0,0,0,3,12of12inf
NETWORKS,49135,1151925,4.366252904527007e-05,3.5672874012324564e-05,0.00019641205954870833,210066,0,0,0,0,0,0,0,0,2,12of12inf
